0,1,2,3,4,5,6,7,8,9,10
AP/PAL/2025/45/1998,"Andhra 
Pradesh",Palnadu,"Fever of 
unknown 
origin",19,0,"03-11-
2025","04-11-
2025","Under 
Control","Cases of fever, cold and cough were 
reported 
from 
MJPAPBCWR 
School 
(Girls), 
Village 
Lingamguntla  Colony,  Sub-District 
Narasaraopet, 
District 
Palnadu. 
District 
RRT 
investigated 
the 
outbreak.  The  affected  age  group 
was 11-15 years. All the cases were 
examined  by 
the  Medical  Officer, 
PHC  Pamidipadu  at  the  camp,  and 
their  blood 
tests 
for  malaria  and 
dengue 
(RDT  kit)  were  negative. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  vector  control  measures, 
hygiene and sanitation.",
BH/BAN/2025/45/1999,Bihar,Banka,"Acute 
Diarrhoeal 
Disease",16,0,"04-11-
2025","05-11-
2025","Under 
Control","Cases of loose motion were reported 
from  Village  Ghogha,  Sub-District 
Amarpur,  District  Banka.  District 
RRT  investigated the  outbreak.  The 
affected  age  group  was  7-55  years. 
Symptomatic treatment was given to 
cases. Chlorination of water sources 
was 
done 
in 
the 
affected 
area. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  safe  drinking  water  and 
food habits, hygiene and sanitation.",
BH/SUP/2025/45/2000,Bihar,Supaul,Measles,2,0,"31-10-
2025","03-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported  from  Village  Pipra  Khurd, 
Ward  No.-7,  Mushahari  Tola,  Sub-
District 
Supaul,  District 
Supaul. 
District 
RRT 
investigated 
the 
outbreak.  House 
to 
house 
fever 
survey  was  done.  All  cases  were 
treated 
at  Sadar  Hospital.  Cases 
were in the age group 1-8 years. Out 
of  8  blood  samples  collected  from 
symptomatic 
cases 
and 
sent 
to 
AIIMS 
Patna, 
2 
samples 
tested 
positive  for  Measles  (IgM  ELISA). 
Cases  were 
in 
the  age  group  1-8 
years. 
  Community  awareness  and 
health 
education 
given 
by 
the 
peripheral 
team  on 
the  spread  of 
infection, hygiene and sanitation.",
CT/RAI/2025/45/2001,"Chhattis
garh",Raipur,"Suspected 
Typhoid",20,0,"04-11-
2025","06-11-
2025","Under 
Surveillance","Cases  of  fever  with  loss  of  appetite 
were 
reported 
from 
Village 
Bhatgaon-1 
(Bhatgaon), 
Sub-
District 
Raipur,  District 
Raipur. 
District 
RRT 
investigated 
the 
outbreak.  The  affected  age  group 
was  3-62  years.  Serum  samples  of 
all  the  cases  were  tested  at  UPHC 
Bhatagaon  Raipur 
and 
all 
tested 
positive  for  S.  typhi  by  Widal  test. 
Symptomatic treatment was given to 
the 
cases.  Chlorine 
tablets  were 
distributed 
to 
the 
households. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  safe  drinking  water  and 
food habits, hygiene and sanitation.",
GJ/BHA/2025/45/2002,Gujarat,Bhavnagar,Fever,21,0,"03-11-
2025","04-11-
2025","Under 
Control","Cases  of  fever  with  loss  of  appetite 
were 
reported 
from  Ward  no.-  6,  
Sub-District 
ULB 
Bhavnagar, 
Bhilwada  UPHC 
area 
,  District 
Bhavnagar. 
District 
RRT 
investigated  the  outbreak.  House  to 
house 
survey 
was 
done. 
The 
affected  age  group  was  9-73  years. 
Cases 
were 
treated 
at 
health 
facilities.  All  cases  were  tested  for 
Widal  at  UPHC  Bhilwada,  and  the 
results  were  negative.  The  water 
culture report from GMC Bhavnagar 
showed  no  microbial  contamination 
of  the  water  supply  in  the  affected 
area.  Community 
awareness 
and 
health 
education 
given 
by 
the 
peripheral 
team  on 
safe  drinking 
water  and  food  habits,  hygiene  and 
sanitation.",
GJ/SUR/2025/45/2003,Gujarat,Surat,"Acute 
Diarrhoeal 
Disease",45,0,"07-11-
2025","07-11-
2025","Under 
Control","Cases of loose motion were reported 
from Village Andhatri Mandvi, Sub-
District  Mandvi 
Surat, 
District 
Surat.  District RRT investigated the 
outbreak.  The  affected  age  group 
was  3-75  years.  Cases  were  treated 
symptomatically.  10  water  samples 
were 
tested 
at 
New 
Civil 
Microbiology 
Department, 
Surat 
Lab 
and 
all  were 
found 
to 
be 
potable.  ORS  and  chlorine 
tablet 
distribution were done. Chlorination 
of  the  water  source  was  done  and 
water  supply  pipeline  leakage  was 
repaired. Community awareness and 
health 
education 
given 
by 
the 
peripheral 
team  on 
safe  drinking 
water  and  food  habits,  hygiene  and 
sanitation.",
JK/BAR/2025/45/2004,"Jammu 
and 
Kashmir",Baramulla,Jaundice,23,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases  of  nausea,  abdominal  pain, 
fatigue and dark coloured urine were 
reported 
from  Village  Kangroosa, 
Sub-District  Danghiwacha,  District 
Baramulla. 
 
 
District 
RRT 
investigated  the  outbreak.        House 
to  house  survey  was  done.  Cases 
were  treated  at  NTPHC  Pakhwara. 
Probable  cause  of  the  outbreak  was 
contaminated  water.  Cases  were  in 
the  age  group  4-27  years.  All  23 
blood  samples  collected and  sent to 
DPHL  Baramulla, 
tested  negative 
for Hepatitis A and E (IgM ELISA). 
6 water samples collected were non-
potable. 
 
  Chlorination  of  water 
courses 
was 
done. 
Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
drinking 
water, 
hygiene 
and 
sanitation.",
JK/KAT/2025/45/2005,"Jammu 
and 
Kashmir",Kathua,Dengue,31,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases of fever with muscle pain and 
fatigue  were 
reported 
from  Ward 
No.  4,  Sub-District/District  Kathua.   
District 
RRT 
investigated 
the 
outbreak.  House 
to 
house 
fever 
survey was done. Cases were treated 
at  health 
facilities.  All  31  blood 
samples collected and sent to IDSP-
DPHL  Kathua 
from 
8.09.25 
to 
3.11.25,  tested  positive  for  Dengue 
(NS1  ELISA 
-  29 
samples, 
IgM 
ELISA 
-2 
samples).  Anti-larval 
activities  and  fogging  was  done  in 
the 
affected 
area. 
Community 
awareness 
and 
health 
education 
given  by 
the  peripheral 
team  on 
vector 
control  measures, 
hygiene 
and sanitation.",
JK/PUL/2025/45/2006,"Jammu 
and 
Kashmir",Pulwama,Chickenpox,6,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported 
from  Village  Baragam, 
Sub-District Tral, District Pulwama. 
District 
RRT 
investigated 
the 
outbreak.  House 
to 
house 
fever 
survey was done. Cases were treated 
symptomatically.  Cases  were  in  the 
age  group  4-20  years.  Out  of  6 
blood  samples  collected and  sent to 
DPHL  Pulwama,  2  samples  tested 
positive for V. zoster (IgM ELISA). 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  isolation  of  cases,  hygiene 
maintenance and proper nutrition.",
JH/WES/2025/45/2007,"Jharkha
nd","West 
Singhbhu
m",Malaria,14,0,"07-11-
2025","07-11-
2025","Under 
Surveillance","Cases  of 
fever  with 
chills  were 
reported 
from  Village  Kudahatu, 
Sub-District 
Majhgaon, 
District 
West 
Singhbhum.  District 
RRT 
investigated  the  outbreak.  A  house-
to-house  survey  was  done.  All  14 
blood  samples  collected and  sent to 
CHC  Majhgaon,  tested  positive  for 
malaria  by  Rapid  Diagnostic  Test 
(Malaria  Ag).  Cases  were 
treated 
with  anti-malarial  medicine.  Cases 
were  in  the  age  group  7  months-40 
years.  Fogging  was  done 
in 
the 
affected 
area. 
Community 
awareness 
and 
health 
education 
given  by 
the  peripheral 
team  on 
vector 
control  measures, 
hygiene 
and sanitation.",
KN/BEL/2025/45/2008,"Karnata
ka",Belagavi,"Suspected 
Food Poisoning",64,0,"03-11-
2025","04-11-
2025","Under 
Control","Cases  of  vomiting,  abdominal  pain 
and 
fever 
were 
reported 
from 
Moraraji  Desai  Residential  School, 
Thangyankodi, 
Village 
Hirekudi, 
Sub-District 
Chikodi, 
District 
Belagavi.  District  RRT  investigated 
the 
outbreak. 
The 
cases 
had 
consumed 
contaminated 
food 
at 
school  hostel  mess.  A 
temporary 
clinic  was 
set  up 
at 
the 
school 
campus.  7  students  were referred  to 
Chikodi General Hospital for further 
management. 
2 
stool 
samples 
collected 
and 
sent 
to 
DPHL 
Belagavi  showed  growth  of  normal 
commensals.  Cases  were  in  the  age 
group  11-16  years.  Overhead  tanks 
were cleaned. Chlorination of water 
sources  was  done 
in 
the  affected 
area.  Community 
awareness 
and 
health 
education 
given 
by 
the 
peripheral 
team  on 
safe  drinking 
water  and  food  habits,  hygiene  and 
sanitation.",
KN/SHI/2025/45/2009,"Karnata
ka","Shivamogg
a","Suspected 
Food Poisoning",10,0,"06-11-
2025","07-11-
2025","Under 
Control","Cases of loose motion were reported 
among 
students 
of  Government 
High  School,  Village  Ayanur,  Sub-
District 
Shivamogga, 
District 
Shivamogga. 
District 
RRT 
investigated the outbreak. Cases had 
consumed contaminated food during 
the visit to a science exhibition. The 
most  affected  age  group  was  15-21 
years. 
Students 
were 
provided 
symptomatic 
treatment 
at 
CHC 
Ayanur.  2  water  samples  (tested  by 
the H₂S method) and 2 stool samples 
(tested 
by 
stool 
culture) 
were 
examined 
at  DPHL  Shivamogga. 
The 
stool 
cultures 
showed 
no 
enteropathogenic 
organisms, 
and 
both water samples were found to be 
safe 
for 
potable 
purposes. 
Chlorination 
of 
drinking 
water 
sources  and  supervised  cleaning  of 
the  hostel  kitchen  and  dining  area, 
were 
carried 
out. 
Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
drinking  water 
and 
food 
habits, 
hygiene and sanitation.",
KL/ERN/2025/45/2010,Kerala,"Ernakula
m","Acute 
Gastroenteritis",11,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases  of  abdominal  pain  and  loose 
motion  were  reported  from  Santhi 
Bhavan, 
Care 
Home, 
Div 
63 
Kadavathara, 
Sub-District 
Kanayannur, 
District 
Ernakulam. 
District 
RRT 
investigated 
the 
outbreak.  Affected 
cases 
started 
showing symptoms after consuming 
Chicken  Biryani.  The  affected  age 
group  was  2-43  years.  All  of 
the 
cases  were  treated  symptomatically 
at  GH  Ernakulam.      Water  samples 
of 
tank  water, 
tap  water 
and 
drinking  water  were  taken  and  sent 
to 
the 
RPHL 
Ernakulam. 
All 
samples were reported to be potable. 
ORS and zinc were given to affected 
people.  Community  awareness  and 
health 
education 
given 
by 
the 
peripheral 
team  on 
safe  drinking 
water  and  food  habits,  hygiene  and 
sanitation.",
KL/IDU/2025/45/2011,Kerala,Idukki,Mumps,27,0,"30-10-
2025","05-11-
2025","Under 
Surveillance","Cases  of  fever  with  parotid  gland 
swelling were reported from Village 
Upputhara  and  Thodupuzha  (Part), 
Sub-District 
Peerumade, 
District 
Idukki.  District  RRT 
investigated 
the  outbreak.  House  to  house  fever 
survey was done. Cases were treated 
symptomatically.  Most  of  the  cases 
were  in  the  age  group  3-17  years. 
Cases  were 
clinically 
diagnosed 
with Mumps. Community awareness 
and  health  education  given  by  the 
peripheral 
team 
on 
isolation 
of 
cases, 
hygiene  maintenance 
and 
proper nutrition.",
KL/IDU/2025/45/2012,Kerala,Idukki,Chickenpox,21,0,"05-11-
2025","05-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported 
from  St  George  Higher 
Secondary  School  Muthalakodam, 
Village 
Thodupuzha 
(Part) 
and 
Vannapuram, 
Sub-District 
Thodupuzha, 
District 
Idukki. 
District 
RRT 
investigated 
the 
outbreak.  House 
to 
house 
fever 
survey was done. Cases were treated 
symptomatically.  Cases  were  in  the 
age  group  15-17  years.  Community 
awareness 
and 
health 
education 
given  by 
the  peripheral 
team  on 
isolation 
of 
cases, 
hygiene 
maintenance and proper nutrition.",
KL/KAN/2025/45/2013,Kerala,Kannur,Hepatitis A,47,0,"04-11-
2025","05-11-
2025","Under 
Surveillance","Cases  of  nausea,  abdominal  pain, 
fatigue and dark coloured urine were 
reported 
from  Village  Azhikode 
South 
(CT), 
Pallikkunnu 
(CT), 
Puzhathi  (CT)  and  Payyannur,  Sub-
District 
Thodupuzha, 
District 
Kannur.   District RRT investigated 
the outbreak. Cases had participated 
in 
a  State-level  Sports  Meet 
at 
Collectorate 
Ground, 
GVHSS 
Kannur, 
and 
the  Police  Ground.  
Food  was  arranged  individually  by 
district 
team  managers,  and  many 
students purchased meals from local 
hotels  and  shops.  Drinking  water 
was 
distributed 
through  mineral 
water  containers  and  also  obtained 
from 
school  water 
filters 
at 
the 
accommodation  sites. 
  Cases  were 
treated  at  UPHC  Mythanapalli.  The 
affected age group was 13-42 years. 
Out  of  11  blood  samples  collected 
and 
sent 
to  AKG  Hospital,  DH 
Mavelikara,  MCH  Thrissur,  MCH 
Pushpagiri  and  GH  Kottayam,  10 
samples tested positive for Hepatitis 
A 
(IgM 
ELISA). 
 
Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
food 
habits 
and 
drinking  water, 
hygiene and sanitation.",
KL/KOL/2025/45/2014,Kerala,Kollam,"Hand, 
Foot, 
and 
Mouth 
Disease 
(HFMD)",11,0,"30-10-
2025","03-11-
2025","Under 
Surveillance","Cases of fever, oral ulcers, vesicular 
lesions  on 
the  palms, 
soles,  and 
buttocks 
were 
reported 
from 
Anganwadi  center  and  Creche 
in 
Ward 
8,  Village 
Pattazhy, 
Sub-
District 
Pathanapuram, 
District 
Kollam.  District  RRT 
investigated 
the  outbreak.  Cases  were  treated  as 
out patients at PHC Pattazhy. Cases 
were in the age group 1½–4½ years.  
All  cases  were  clinically  diagnosed 
with 
HFMD. 
Teachers 
at 
Anganwadi  center  and  parents  were 
advised 
to 
isolate 
symptomatic 
children 
for 
7 
days 
and 
ensure 
proper 
nutrition, 
fluid 
intake, 
hygiene and sanitation.",
KL/WAY/2025/45/2015,Kerala,Wayanad,"Suspected 
Food Poisoning",42,0,"02-11-
2025","03-11-
2025","Under 
Surveillance","Cases of loose motion, vomiting and 
abdominal  pain  were  reported  from 
Village  Anchukunnu,  Cherukottur 
and 
Panamaram, 
Sub-District 
Mananthavady,  District  Wayanad. 
District 
RRT 
investigated 
the 
outbreak. 
Cases 
developed 
symptoms 
4-5 
hours 
after 
consuming food at a hotel. All cases 
were 
treated  at  health  facilities.  2 
water  samples  were  collected  and 
sent  to  KWA  Mananthavady,  and  5 
stool 
samples  were  collected  and 
sent  for  microbiological  analysis  to 
PVT  Lab.  Coliforms  were  detected 
in the water samples. Stool samples 
were  negative  on 
the  culture 
test. 
Cases  were  in  the  age  group  15-59 
years. Chlorination of water sources 
was  done  in  the  affected  area.  The 
overhead tank that supplied water to 
the  hotel  was  cleaned.  Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
food  and  water  habits,  hygiene  and 
sanitation.",
MP/BUR/2025/45/2016,"Madhya 
Pradesh","Burhanpu
r",Cholera,155,0,"08-11-
2025","08-11-
2025","Under 
Surveillance","Cases 
of 
loose 
watery 
stools, 
vomiting  and  abdominal  pain  were 
reported 
from  Village  Lodhipura,  
UPHC 
 
Alamganj, 
District 
Burhanpur. 
District 
RRT 
investigated  the  outbreak.  Probable 
cause 
of 
the 
outbreak 
was 
contaminated  water.  All  cases  were 
treated 
at 
District 
Hospital 
Burhanpur.  Cases  of  all  age  group 
were affected. 5 stool samples were 
collected and sent to MGM Medical 
College 
Indore.  All 
the 
samples 
were found positive  for  V.  cholerae 
by  culture.  Out  of  3  water  samples 
collected, 
1 
sample 
was 
non-
potable.  Alternative  water 
supply 
was 
started 
by 
Nagar 
Nigam 
Burhanpur.  Chlorination  of  water 
sources 
was 
done. 
Community 
awareness 
and 
health 
education 
given  by 
the  peripheral 
team  on 
vector 
control  measures, 
hygiene 
and sanitation.",
MP/EAS/2025/45/2017,"Madhya 
Pradesh","East 
Nimar",Chikungunya,74,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases  of  fever  with  joint  pain  were 
reported  from  Village  Bilaya,  Sub-
District Punasa, District East Nimar.  
District 
RRT 
investigated 
the 
outbreak.  Total  population  of 
the 
affected  village  was  960.  House  to 
house fever survey was done. Cases 
were 
treated 
at 
a 
health 
camp 
established 
in 
the 
locality. 
The 
affected  age  group  was  8-71  years. 
Out  of  10  serum  samples  collected 
and sent to DH Khandwa, 9 samples 
tested 
positive 
for  Chikungunya 
(IgM ELISA).  Anti-larval activities 
and  fogging  was  done.  Community 
awareness 
and 
health 
education 
given  by 
the  peripheral 
team  on 
vector 
control  measures, 
hygiene 
and sanitation.",
MP/MAN/2025/45/2018,"Madhya 
Pradesh",Mandsaur,Chikungunya,35,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases of fever with body pain were 
reported 
from  Village  Patlasikala, 
Sub-District 
Sitamau, 
District 
Mandsaur. 
District 
RRT 
investigated  the  outbreak.  House  to 
house fever survey was done. Cases 
were 
treated  at  PHC  Deepakheda. 
Mostly, adults were affected. Out of 
15 blood samples collected and sent 
to  AIIMS  Bhopal,  8  samples  tested 
positive 
for 
Chikungunya 
(IgM 
ELISA). Community awareness and 
health 
education 
given 
by 
the 
peripheral 
team  on  vector  control 
measures, hygiene and sanitation.",
MP/NEE/2025/45/2019,"Madhya 
Pradesh",Neemuch,Measles,6,0,"08-11-
2025","08-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported 
from  Village  Piplyahadi, 
Sub-District 
Manasa, 
District 
Neemuch. District RRT investigated 
the  outbreak.  House  to  house  fever 
survey was done. Cases were treated 
symptomatically.  The  affected  age 
group was 3-11 years. All 6 samples 
collected  and  sent  to  GMC  Bhopal, 
tested  positive 
for  Measles 
(IgM 
ELISA). Community awareness and 
health 
education 
given 
by 
the 
peripheral 
team 
on 
isolation 
of 
cases, 
hygiene  maintenance 
and 
proper nutrition.",
MH/AKO/2025/45/2020,"Maharas
htra",Akola,Chikungunya,11,0,"03-11-
2025","04-11-
2025","Under 
Control","Cases  of  fever  with  joint  pain  were 
reported 
from 
Village 
Jawahar 
Nagar,  Sub-District/District  Akola. 
District 
RRT 
investigated 
the 
outbreak.  House 
to 
house 
fever 
survey 
was 
done. 
Cases 
were 
treated.  Out  of  11  serum  samples 
collected and sent to GMC Akola, 9 
samples 
tested 
positive 
for 
Chikungunya  (IgM  ELISA).  Cases 
were  in  the  age  group  22-83  years. 
Entomological indices revealed: HI-
0.37  CI  -  0.38  &  BI-  0.55.  Anti-
larval  activities  and 
fogging  was 
done 
in 
the 
affected 
area. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  vector  control  measures, 
hygiene and sanitation.",
MH/JAL/2025/45/2021,"Maharas
htra",Jalgaon,Dengue,10,0,"31-10-
2025","03-11-
2025","Under 
Surveillance","Cases  of 
fever  with 
fatigue  were 
reported 
from  Village  Dharagir, 
Sub-District 
Erandol, 
District 
Jalgaon.  District  RRT 
investigated 
the  outbreak.  House  to  house  fever 
survey  was  done.  All  cases  were 
treated. Cases were in the age group 
15-72 years. Out of 11 blood serum 
samples  collected  and  sent  to  GMC 
Jalgaon,  3  samples 
tested  positive 
for  Dengue 
(IgM  ELISA).  Anti-
larval  activities  were  carried  out  in 
the locality.   Community awareness 
and  health  education  given  by  the 
peripheral 
team  on  vector  control 
measures, hygiene and sanitation.",
MH/PUN/2025/45/2022,"Maharas
htra",Pune,"Acute 
Diarrhoeal 
Disease",24,0,"01-11-
2025","04-11-
2025","Under 
Control","Cases 
of 
loose  motion, 
pain 
in 
abdomen 
and 
vomiting 
were 
reported  from  Village  Hatave,  Sub-
District Bhor, District Pune. District 
RRT 
investigated 
the 
outbreak. 
House 
to  house  survey  was  done. 
Medicine  and  ORS  packets  were 
given  to  cases.  Cases  were  in  the 
age  group  3-75  years.  10  water 
samples 
were 
collected; 
result 
awaited. 
Chlorination 
of 
water 
sources 
was 
done. 
Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
drinking 
water, 
hygiene 
and 
sanitation.",
MH/RAI/2025/45/2023,"Maharas
htra",Raigad,Dengue,12,0,"07-11-
2025","08-11-
2025","Under 
Surveillance","Cases of fever with muscle pain and 
fatigue  were  reported  from  Village 
Dhutum,  Sub-District  Uran,  District 
Raigad.  District  RRT 
investigated 
the  outbreak.  House  to  house  fever 
survey was done. Cases were treated 
at  PHC  Koproli.  The  affected  age 
group  was  12-65  years.  Out  of  12 
blood  samples  collected and  sent to 
Civil  Hospital  Alibag,  4 
samples 
tested  positive 
for  Dengue 
(NS1 
ELISA).  Anti-larval  activities  and 
fogging  was  done 
in 
the  affected 
area.  Community 
awareness 
and 
health 
education 
given 
by 
the 
peripheral 
team  on  vector  control 
measures, hygiene and sanitation.",
MN/UKH/2025/45/2024,Manipur,Ukhrul,"Suspected 
Food Poisoning",34,0,"07-11-
2025","08-11-
2025","Under 
Control","Cases of vomiting, headache, nausea 
and 
stomach 
ache  were 
reported 
from  Village  Seikhor,  Kaziphung, 
Hungpung,  Teinem, 
Phungreitang 
West  and  Changa,  District  Ukhrul. 
District 
RRT 
investigated 
the 
outbreak.  Cases  were  students  aged 
5-14  years  of  KTL  School  who 
consumed 
snacks,  namely  Mauli, 
from 
the  school  premises  vendor. 
All  cases  were 
treated  at  District 
Hospital  Ukhrul.  The  affected  age 
group  was  5-28  years.    Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
food habits, hygiene and sanitation.",
OR/BHA/2025/45/2025,Odisha,Bhadrak,Measles,6,0,"04-11-
2025","04-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported 
from 
Village 
Rajualibindha, Sub-District Bhadrak 
Rural,  District  Bhadrak.  District 
RRT  investigated the  outbreak.  The 
affected age group was 5-14 years. 6 
blood  samples  were  collected  and 
sent 
to 
RMRC-ICMR, 
Bhubaneswar. 3 samples were found 
to  be  positive 
for  Measles 
(IgM 
ELISA).  Vitamin  A 
solution  and 
symptomatic treatment was given to 
the 
cases.  Community 
awareness 
and  health  education  given  by  the 
peripheral 
team  on 
immunization, 
spread  of 
infection,  hygiene 
and 
sanitation.",
OR/KEN/2025/45/2026,Odisha,"Kendrapa
ra",Measles,45,0,"06-11-
2025","07-11-
2025","Under 
Surveillance","Cases 
of 
fever  with 
rash  were 
reported 
from  Village 
Badagan, 
Sub-District  Kendrapara, 
District 
Kendrapara. 
District 
RRT 
investigated  the  outbreak.  The  most 
affected age group was <5 years. 13 
blood  samples  were  collected  and 
sent 
to 
RMRC-ICMR, 
Bhubaneswar. 6 samples were found 
to  be  positive 
for  Measles 
(IgM 
ELISA).  positive for Measles (IgM 
ELISA).  Vitamin  A 
solution  and 
symptomatic treatment was given to 
the 
cases.  Community 
awareness 
and  health  education  given  by  the 
peripheral 
team  on 
immunization, 
spread  of 
infection,  hygiene 
and 
sanitation.",
OR/RAY/2025/45/2027,Odisha,Rayagada,"Acute 
Diarrhoeal 
Disease",13,0,"07-11-
2025","07-11-
2025","Under 
Surveillance","Cases of loose motion and vomiting 
were 
reported 
from  Village  San-
Sangidi, 
Sub-District 
Gunupur, 
District  Rayagada.  District  RRT 
investigated  the  outbreak.  The  most 
affected age group was 15-44 years. 
3  water  samples  (for  H₂S  and  OT 
tests) and 2 rectal swab samples (for 
culture)  were  collected  and  sent  to 
DPHL  Rayagada.  The  rectal  swabs 
showed 
no 
enteropathogenic 
organisms.  All 
3  water 
samples 
were  H₂S-negative,  and  OT 
levels 
were <0.01 ppm. Water disinfection 
was 
done 
and 
symptomatic 
treatment was provided to the cases. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  safe  drinking  water  and 
food habits, hygiene and sanitation.",
TN/COI/2025/45/2028,"Tamil 
Nadu","Coimbator
e",Mumps,37,0,"06-11-
2025","06-11-
2025","Under 
Surveillance","Cases  of  fever  with  swelling  in  the 
parotid  gland  were 
reported 
from 
PUPS  School,  Village  Kottur 
III, 
Sungam, 
Manjanaickenur 
and 
Aliyarnagar, 
Sub-District 
Anaimalai, 
District 
Coimbatore.       
District 
RRT 
investigated 
the 
outbreak.  Active 
search 
for 
fever 
cases  was 
done. 
 
Symptomatic 
treatment was given to cases.  Cases 
were  in  the  age  group  5-10  years. 
Out of 5 serum samples, throat swab 
collected and sent  to King  Institute, 
Guindy,  4  samples 
tested  positive 
for  Mumps  (IgM  ELISA).  School 
authority  was 
advised 
to 
isolate 
symptomatic 
cases 
for 
7 
days. 
Community  awareness  and  health 
education  given  by 
the  peripheral 
team  on  hygiene  maintenance  and 
proper nutrition.",
TN/COI/2025/45/2029,"Tamil 
Nadu","Coimbator
e","Acute 
Gastroenteritis",14,0,"02-11-
2025","03-11-
2025","Under 
Control","Cases of loose motion, vomiting and 
abdominal  pain  were  reported  from 
Nehru  Engineering  College,  Sub-
District 
Madukkari, 
District 
Coimbatore. 
District 
RRT 
investigated 
the 
outbreak.  Cases 
were  treated  with  Antiemetics  and 
Antidiarrheal 
medicine 
at 
GH 
Madukarai.  Cases  were  in  the  age 
group  17-19  years.  2  water  samples 
were 
collected 
for 
Physical, 
Chemical 
and 
Bacteriological 
Examination 
and 
sent 
to  District 
Public 
Health 
Laboratory, 
Coimbatore.  1  sample  showed 
the 
presence  of  Coliform.  Community 
awareness 
and 
health 
education 
given by the peripheral team on safe 
food habits, hygiene and sanitation.",
TN/CUD/2025/45/2030,"Tamil 
Nadu",Cuddalore,"Acute 
Diarrhoeal 
Disease",20,0,"03-11-
2025","04-11-
2025","Under 
Control","Cases  of  loose  watery  stools  were 
reported 
from 
Village 
Sanniyasipettai, 
Sub-District 
Panruti,  District  Cuddalore.  District 
RRT 
investigated 
the 
outbreak. 
House 
to  house  survey  was  done. 
Cases  were 
treated  at  PHC  Keel 
Arunkulam. 
ORS 
packets 
were 
given  to  cases.  Cases  were  in  the 
age  group  13-81  years.  3  water 
samples 
were 
sent 
to 
DPHL 
Cuddalore  for  PA  Coliform  testing, 
and  2  of 
the  samples  showed 
the 
presence 
of 
coliform 
bacteria. 
Chlorination  of  water  sources  was 
done 
in 
the 
affected 
area.  
Community  awareness  and  health 
education  given  by 
the  peripheral 
team 
on 
safe 
drinking 
water, 
hygiene and sanitation.",
TN/ERO/2025/45/2031,"Tamil 
Nadu",Erode,Dengue,13,0,"06-11-
2025","08-11-
2025","Under 
Surveillance","Cases  of 
fever  with  myalgia  and 
fatigue  were  reported  from  Village 
Perundurai, Sub-District Perundurai, 
District 
Erode. 
District 
RRT 
investigated 
the 
outbreak.  Cases  were 
treated  at  a 
medical 
camp 
established 
in 
the 
locality. Cases were in the age group 
7-78  years.  9  serum  samples  were 
collected 
and 
sent 
to  GEMCH, 
Erode (4 samples) and DPHL, Erode 
(5  samples).  Of 
these,  4  samples 
tested 
positive 
for 
Dengue 
(3 
samples  with  NS1  ELISA  and  1 
sample  with 
IgM  ELISA).  Anti-
larval  activities  and 
fogging  was 
done.  Community 
awareness 
and 
health 
education 
given 
by 
the 
peripheral 
team  on  vector  control 
measures, hygiene and sanitation.",
